0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
430  OUTPUT: $132.00. | ANSWER: 132 | EVALUATION: False
431  OUTPUT: $1. | ANSWER: 1 | EVALUATION: True
432  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
433  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
434  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
435  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
436  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
437  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
438  OUTPUT: $2.00 | ANSWER: 2 | EVALUATION: False
439  OUTPUT: 8/3 | ANSWER: 17 | EVALUATION: False
440  OUTPUT: Cannot determine the perimeter of the room. | ANSWER: 98 | EVALUATION: False
441  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
442  OUTPUT: 49 | ANSWER: 49 | EVALUATION: True
443  OUTPUT: 39 | ANSWER: 59 | EVALUATION: False
444  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
445  OUTPUT: $6. | ANSWER: 6 | EVALUATION: True
446  OUTPUT: 2. | ANSWER: 2 | EVALUATION: True
447  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
448  OUTPUT: $539. | ANSWER: 539 | EVALUATION: True
449  OUTPUT: 112. | ANSWER: 112 | EVALUATION: True
450  OUTPUT: $4. | ANSWER: 4 | EVALUATION: True
451  OUTPUT: $11,050. | ANSWER: 11050 | EVALUATION: False
452  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
453  OUTPUT: $8800. | ANSWER: 6400 | EVALUATION: False
454  OUTPUT: 240. | ANSWER: 150 | EVALUATION: False
455  OUTPUT: $1920. | ANSWER: 1920 | EVALUATION: True
456  OUTPUT: 78. | ANSWER: 78 | EVALUATION: True
457  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
458  OUTPUT: 35%. | ANSWER: 35 | EVALUATION: False
459  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
460  OUTPUT: 84 | ANSWER: 84 | EVALUATION: True
461  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
462  OUTPUT: $71. | ANSWER: 71 | EVALUATION: True
463  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
464  OUTPUT: 6th | ANSWER: 6 | EVALUATION: False
465  OUTPUT: 35. | ANSWER: 30 | EVALUATION: False
466  OUTPUT: 100 | ANSWER: 1 | EVALUATION: False
467  OUTPUT: 1200. | ANSWER: 1200 | EVALUATION: True
468  OUTPUT: 120. | ANSWER: 120 | EVALUATION: True
469  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
470  OUTPUT: $3. | ANSWER: 3 | EVALUATION: True
471  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
472  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
473  OUTPUT: 10%. | ANSWER: 10 | EVALUATION: False
474  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
475  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
476  OUTPUT: 20. | ANSWER: 5 | EVALUATION: False
477  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
478  OUTPUT: 600. | ANSWER: 621 | EVALUATION: False
479  OUTPUT: $15400. | ANSWER: 15400 | EVALUATION: True
480  OUTPUT: 11. | ANSWER: 11 | EVALUATION: True
481  OUTPUT: 84 | ANSWER: 84 | EVALUATION: True
482  OUTPUT: $26. | ANSWER: 26 | EVALUATION: True
483  OUTPUT: 40. | ANSWER: 40 | EVALUATION: True
484  OUTPUT: $240. | ANSWER: 240 | EVALUATION: True
485  OUTPUT: $220. | ANSWER: 220 | EVALUATION: True
486  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
487  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
488  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
489  OUTPUT: -10 | ANSWER: -10 | EVALUATION: True
490  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
491  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
492  OUTPUT: $32. | ANSWER: 32 | EVALUATION: True
493  OUTPUT: 150 | ANSWER: 25 | EVALUATION: False
494  OUTPUT: 53 | ANSWER: 21 | EVALUATION: False
495  OUTPUT: 200. | ANSWER: 200 | EVALUATION: True
496  OUTPUT: Angela | ANSWER: 38 | EVALUATION: False
497  OUTPUT: $224. | ANSWER: 112 | EVALUATION: False
498  OUTPUT: 40. | ANSWER: 40 | EVALUATION: True
#####################
Overall Accuracy = 345/499 = 0.691
Used instruction:  Make sure to carefully read the problem statement and clearly understand what information is given and what needs to be found before attempting any calculations.
 
