0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
429  OUTPUT: 13. | ANSWER: 13 | EVALUATION: True
430  OUTPUT: 132.00 | ANSWER: 132 | EVALUATION: False
431  OUTPUT: $1 | ANSWER: 1 | EVALUATION: True
432  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
433  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
434  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
435  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
436  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
437  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
438  OUTPUT: $2.00 | ANSWER: 2 | EVALUATION: False
439  OUTPUT: 16 | ANSWER: 17 | EVALUATION: False
440  OUTPUT: 98 | ANSWER: 98 | EVALUATION: True
441  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
442  OUTPUT: 49 | ANSWER: 49 | EVALUATION: True
443  OUTPUT: 71 | ANSWER: 59 | EVALUATION: False
444  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
445  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
446  OUTPUT: 10 | ANSWER: 2 | EVALUATION: False
447  OUTPUT: 240 | ANSWER: 5 | EVALUATION: False
448  OUTPUT: 539 | ANSWER: 539 | EVALUATION: True
449  OUTPUT: 112 | ANSWER: 112 | EVALUATION: True
450  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
451  OUTPUT: 11050 | ANSWER: 11050 | EVALUATION: True
452  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
453  OUTPUT: 6400 | ANSWER: 6400 | EVALUATION: True
454  OUTPUT: 240. | ANSWER: 150 | EVALUATION: False
455  OUTPUT: 1920 | ANSWER: 1920 | EVALUATION: True
456  OUTPUT: 78 | ANSWER: 78 | EVALUATION: True
457  OUTPUT: 45 | ANSWER: 45 | EVALUATION: True
458  OUTPUT: 35%. | ANSWER: 35 | EVALUATION: False
459  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
460  OUTPUT: 84 | ANSWER: 84 | EVALUATION: True
461  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
462  OUTPUT: $71. | ANSWER: 71 | EVALUATION: True
463  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
464  OUTPUT: 4th | ANSWER: 6 | EVALUATION: False
465  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
466  OUTPUT: 100 | ANSWER: 1 | EVALUATION: False
467  OUTPUT: 560 | ANSWER: 1200 | EVALUATION: False
468  OUTPUT: 120. | ANSWER: 120 | EVALUATION: True
469  OUTPUT: 48 | ANSWER: 4 | EVALUATION: False
470  OUTPUT: $3. | ANSWER: 3 | EVALUATION: True
471  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
472  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
473  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
474  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
475  OUTPUT: 3 | ANSWER: 20 | EVALUATION: False
476  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
477  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
478  OUTPUT: 621. | ANSWER: 621 | EVALUATION: True
479  OUTPUT: $15400 | ANSWER: 15400 | EVALUATION: True
480  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
481  OUTPUT: 84 | ANSWER: 84 | EVALUATION: True
482  OUTPUT: 26 | ANSWER: 26 | EVALUATION: True
483  OUTPUT: 40. | ANSWER: 40 | EVALUATION: True
484  OUTPUT: 240 | ANSWER: 240 | EVALUATION: True
485  OUTPUT: 220 | ANSWER: 220 | EVALUATION: True
486  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
487  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
488  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
489  OUTPUT: -10 | ANSWER: -10 | EVALUATION: True
490  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
491  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
492  OUTPUT: $32. | ANSWER: 32 | EVALUATION: True
493  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
494  OUTPUT: 53 | ANSWER: 21 | EVALUATION: False
495  OUTPUT: 200 | ANSWER: 200 | EVALUATION: True
496  OUTPUT: 38. | ANSWER: 38 | EVALUATION: True
497  OUTPUT: 112 | ANSWER: 112 | EVALUATION: True
498  OUTPUT: 23. | ANSWER: 40 | EVALUATION: False
499  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
500  OUTPUT: The numerical solution is not possible to extract from the given information. | ANSWER: 16 | EVALUATION: False
501  OUTPUT: 273 | ANSWER: 273 | EVALUATION: True
502  OUTPUT: 26 | ANSWER: 26 | EVALUATION: True
503  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
504  OUTPUT: $2. | ANSWER: 2 | EVALUATION: True
505  OUTPUT: 1200 | ANSWER: 1600 | EVALUATION: False
506  OUTPUT: 144.00 | ANSWER: 144 | EVALUATION: False
507  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
508  OUTPUT: 120. | ANSWER: 120 | EVALUATION: True
509  OUTPUT: 3 | ANSWER: 4 | EVALUATION: False
510  OUTPUT: 538.46 | ANSWER: 525 | EVALUATION: False
511  OUTPUT: 110 | ANSWER: 110 | EVALUATION: True
512  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
513  OUTPUT: $300. | ANSWER: 300 | EVALUATION: True
514  OUTPUT: 90000 | ANSWER: 90000 | EVALUATION: True
515  OUTPUT: 288 | ANSWER: 160 | EVALUATION: False
516  OUTPUT: 375 | ANSWER: 375 | EVALUATION: True
517  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
518  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
519  OUTPUT: 280 | ANSWER: 280 | EVALUATION: True
520  OUTPUT: 63 | ANSWER: 63 | EVALUATION: True
521  OUTPUT: 39 | ANSWER: 39 | EVALUATION: True
522  OUTPUT: 29 | ANSWER: 29 | EVALUATION: True
523  OUTPUT: 74. | ANSWER: 74 | EVALUATION: True
524  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
525  OUTPUT: 36. | ANSWER: 12 | EVALUATION: False
526  OUTPUT: 21 | ANSWER: 21 | EVALUATION: True
527  OUTPUT: 240 | ANSWER: 48 | EVALUATION: False
528  OUTPUT: 78 | ANSWER: 172 | EVALUATION: False
529  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
530  OUTPUT: 48 | ANSWER: 36 | EVALUATION: False
531  OUTPUT: 122 | ANSWER: 66 | EVALUATION: False
532  OUTPUT: 33 | ANSWER: 25 | EVALUATION: False
533  OUTPUT: 300 | ANSWER: 300 | EVALUATION: True
534  OUTPUT: 84. | ANSWER: 300 | EVALUATION: False
535  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
536  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
537  OUTPUT: 188 | ANSWER: 188 | EVALUATION: True
538  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
539  OUTPUT: $35. | ANSWER: 35 | EVALUATION: True
540  OUTPUT: 75 | ANSWER: 39 | EVALUATION: False
541  OUTPUT: 1125 | ANSWER: 50 | EVALUATION: False
542  OUTPUT: 7.00 | ANSWER: 7 | EVALUATION: False
543  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
544  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
545  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
546  OUTPUT: 65 | ANSWER: 130 | EVALUATION: False
547  OUTPUT: 81. | ANSWER: 81 | EVALUATION: True
548  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
549  OUTPUT: 402 | ANSWER: 398 | EVALUATION: False
550  OUTPUT: 27 | ANSWER: 27 | EVALUATION: True
551  OUTPUT: $17. | ANSWER: 17 | EVALUATION: True
552  OUTPUT: 450 | ANSWER: 450 | EVALUATION: True
553  OUTPUT: 92. | ANSWER: 92 | EVALUATION: True
554  OUTPUT: 54 | ANSWER: 54 | EVALUATION: True
555  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
556  OUTPUT: $160 | ANSWER: 160 | EVALUATION: True
557  OUTPUT: 70. | ANSWER: 70 | EVALUATION: True
558  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
559  OUTPUT: 5X - 4 | ANSWER: 16 | EVALUATION: False
560  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
561  OUTPUT: 180 | ANSWER: 180 | EVALUATION: True
562  OUTPUT: 82 | ANSWER: 82 | EVALUATION: True
563  OUTPUT: $6. | ANSWER: 12 | EVALUATION: False
564  OUTPUT: 205 | ANSWER: 240 | EVALUATION: False
565  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
566  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
567  OUTPUT: 9.00 | ANSWER: 9 | EVALUATION: False
568  OUTPUT: 175. | ANSWER: 175 | EVALUATION: True
569  OUTPUT: 21 | ANSWER: 21 | EVALUATION: True
570  OUTPUT: 29. | ANSWER: 23 | EVALUATION: False
571  OUTPUT: 308 | ANSWER: 308 | EVALUATION: True
572  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
573  OUTPUT: $600. | ANSWER: 600 | EVALUATION: True
574  OUTPUT: $37.00. | ANSWER: 37 | EVALUATION: False
575  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
576  OUTPUT: 11232 | ANSWER: 11232 | EVALUATION: True
577  OUTPUT: 280 | ANSWER: 40 | EVALUATION: False
578  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
579  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
580  OUTPUT: 499 | ANSWER: 500 | EVALUATION: False
581  OUTPUT: 215 | ANSWER: 215 | EVALUATION: True
582  OUTPUT: $129,200 | ANSWER: 129200 | EVALUATION: False
583  OUTPUT: 136 | ANSWER: 120 | EVALUATION: False
584  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
585  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
586  OUTPUT: 800 | ANSWER: 800 | EVALUATION: True
587  OUTPUT: 1511 - 1481 = 30 | ANSWER: 30 | EVALUATION: False
588  OUTPUT: 52 | ANSWER: 52 | EVALUATION: True
589  OUTPUT: 2.5 | ANSWER: 15 | EVALUATION: False
590  OUTPUT: 316 | ANSWER: 319 | EVALUATION: False
591  OUTPUT: 220 | ANSWER: 220 | EVALUATION: True
592  OUTPUT: $1 | ANSWER: 1 | EVALUATION: True
593  OUTPUT: 4 | ANSWER: 3 | EVALUATION: False
594  OUTPUT: 42 | ANSWER: 42 | EVALUATION: True
595  OUTPUT: 2x | ANSWER: 13 | EVALUATION: False
596  OUTPUT: 260 | ANSWER: 260 | EVALUATION: True
597  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
598  OUTPUT: 69 | ANSWER: 69 | EVALUATION: True
599  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
600  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
601  OUTPUT: 51 | ANSWER: 104 | EVALUATION: False
602  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
603  OUTPUT: 1800 | ANSWER: 1800 | EVALUATION: True
604  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
605  OUTPUT: 42 | ANSWER: 42 | EVALUATION: True
606  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
607  OUTPUT: 40 | ANSWER: 10 | EVALUATION: False
608  OUTPUT: -$2.50. | ANSWER: 8 | EVALUATION: False
609  OUTPUT: 28 | ANSWER: 7 | EVALUATION: False
610  OUTPUT: 65960 | ANSWER: 65960 | EVALUATION: True
611  OUTPUT: $100,000 * (1.5)^45 | ANSWER: 1450000 | EVALUATION: False
612  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
613  OUTPUT: 93000. | ANSWER: 93000 | EVALUATION: True
614  OUTPUT: $312. | ANSWER: 312 | EVALUATION: True
615  OUTPUT: 33.00 | ANSWER: 33 | EVALUATION: False
616  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
617  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
618  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
619  OUTPUT: 76 | ANSWER: 76 | EVALUATION: True
620  OUTPUT: 491. | ANSWER: 1509 | EVALUATION: False
621  OUTPUT: 3000 | ANSWER: 3000 | EVALUATION: True
622  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
623  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
624  OUTPUT: 85 | ANSWER: 85 | EVALUATION: True
625  OUTPUT: 160. | ANSWER: 160 | EVALUATION: True
626  OUTPUT: 72 | ANSWER: 72 | EVALUATION: True
627  OUTPUT: 38 | ANSWER: 54 | EVALUATION: False
628  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
629  OUTPUT: 17500 | ANSWER: 17500 | EVALUATION: True
630  OUTPUT: 85 | ANSWER: 10 | EVALUATION: False
631  OUTPUT: 4800 | ANSWER: 4800 | EVALUATION: True
632  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
633  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
634  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
635  OUTPUT: 2. | ANSWER: 4 | EVALUATION: False
636  OUTPUT: 150 | ANSWER: 1050 | EVALUATION: False
637  OUTPUT: 17 | ANSWER: 17 | EVALUATION: True
638  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
639  OUTPUT: 24 | ANSWER: 216 | EVALUATION: False
640  OUTPUT: 43500 | ANSWER: 43500 | EVALUATION: True
641  OUTPUT: 378000 | ANSWER: 262500 | EVALUATION: False
642  OUTPUT: 10800 | ANSWER: 10800 | EVALUATION: True
643  OUTPUT: 840 | ANSWER: 840 | EVALUATION: True
644  OUTPUT: 29 | ANSWER: 29 | EVALUATION: True
645  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
646  OUTPUT: 79 | ANSWER: 79 | EVALUATION: True
647  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
648  OUTPUT: 54 | ANSWER: 54 | EVALUATION: True
649  OUTPUT: 160,000. | ANSWER: 162000 | EVALUATION: False
650  OUTPUT: 142 | ANSWER: 142 | EVALUATION: True
651  OUTPUT: 2100 | ANSWER: 2100 | EVALUATION: True
652  OUTPUT: 75 | ANSWER: 75 | EVALUATION: True
653  OUTPUT: $80. | ANSWER: 80 | EVALUATION: True
654  OUTPUT: 2.0 | ANSWER: 2 | EVALUATION: False
655  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
656  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
657  OUTPUT: 330000 | ANSWER: 330000 | EVALUATION: True
658  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
659  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
660  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
661  OUTPUT: 44 | ANSWER: 44 | EVALUATION: True
662  OUTPUT: 7.00 | ANSWER: 7 | EVALUATION: False
663  OUTPUT: 193 | ANSWER: 193 | EVALUATION: True
664  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
665  OUTPUT: 360 | ANSWER: 360 | EVALUATION: True
666  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
667  OUTPUT: 53 | ANSWER: 53 | EVALUATION: True
668  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
669  OUTPUT: 80 tablespoons of flour, 48 tablespoons of sugar, and 4 tablespoons of salt | ANSWER: 132 | EVALUATION: False
670  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
671  OUTPUT: $4. | ANSWER: 4 | EVALUATION: True
672  OUTPUT: 3 | ANSWER: 2 | EVALUATION: False
673  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
674  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
675  OUTPUT: 25 | ANSWER: 33 | EVALUATION: False
676  OUTPUT: 240 | ANSWER: 240 | EVALUATION: True
677  OUTPUT: 36. | ANSWER: 36 | EVALUATION: True
678  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
679  OUTPUT: 576 | ANSWER: 576 | EVALUATION: True
680  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
681  OUTPUT: 298. | ANSWER: 298 | EVALUATION: True
682  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
683  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
684  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
685  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
686  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
687  OUTPUT: 18 | ANSWER: 13 | EVALUATION: False
688  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
689  OUTPUT: 16.00 | ANSWER: 7 | EVALUATION: False
690  OUTPUT: 3360 | ANSWER: 5760 | EVALUATION: False
691  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
692  OUTPUT: $32 | ANSWER: 32 | EVALUATION: True
693  OUTPUT: 68 | ANSWER: 68 | EVALUATION: True
694  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
695  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
696  OUTPUT: 145 | ANSWER: 145 | EVALUATION: True
697  OUTPUT: 27 | ANSWER: 27 | EVALUATION: True
698  OUTPUT: 720.00 | ANSWER: 720 | EVALUATION: False
699  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
700  OUTPUT: 135 | ANSWER: 135 | EVALUATION: True
701  OUTPUT: 200 | ANSWER: 200 | EVALUATION: True
702  OUTPUT: 2,800 | ANSWER: 2800 | EVALUATION: False
703  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
704  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
705  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
706  OUTPUT: 2 | ANSWER: 9 | EVALUATION: False
707  OUTPUT: 20 | ANSWER: 8 | EVALUATION: False
708  OUTPUT: $168. | ANSWER: 168 | EVALUATION: True
709  OUTPUT: 3000. | ANSWER: 3000 | EVALUATION: True
710  OUTPUT: 45.00 | ANSWER: 45 | EVALUATION: False
711  OUTPUT: 4 | ANSWER: 6 | EVALUATION: False
712  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
713  OUTPUT: 576 | ANSWER: 576 | EVALUATION: True
714  OUTPUT: 30 | ANSWER: 10 | EVALUATION: False
715  OUTPUT: 385,000 | ANSWER: 385000 | EVALUATION: False
716  OUTPUT: 770 | ANSWER: 770 | EVALUATION: True
717  OUTPUT: $5.00. | ANSWER: 5 | EVALUATION: False
718  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
719  OUTPUT: 175 | ANSWER: 175 | EVALUATION: True
720  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
721  OUTPUT: 2450 | ANSWER: 2450 | EVALUATION: True
722  OUTPUT: 255 | ANSWER: 255 | EVALUATION: True
723  OUTPUT: 160. | ANSWER: 160 | EVALUATION: True
724  OUTPUT: 18 | ANSWER: 18 | EVALUATION: True
725  OUTPUT: 0.36 | ANSWER: 25 | EVALUATION: False
726  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
727  OUTPUT: 112 | ANSWER: 112 | EVALUATION: True
728  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
729  OUTPUT: 1000 | ANSWER: 1000 | EVALUATION: True
730  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
731  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
732  OUTPUT: 87. | ANSWER: 87 | EVALUATION: True
733  OUTPUT: $5. | ANSWER: 5 | EVALUATION: True
734  OUTPUT: 17 | ANSWER: 17 | EVALUATION: True
735  OUTPUT: 20 | ANSWER: 50 | EVALUATION: False
736  OUTPUT: 13 | ANSWER: 3 | EVALUATION: False
737  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
738  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
739  OUTPUT: 98 | ANSWER: 98 | EVALUATION: True
740  OUTPUT: 25. | ANSWER: 25 | EVALUATION: True
741  OUTPUT: 28. | ANSWER: 28 | EVALUATION: True
742  OUTPUT: 24 | ANSWER: 24 | EVALUATION: True
743  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
744  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
745  OUTPUT: 1100 | ANSWER: 1100 | EVALUATION: True
746  OUTPUT: 28 | ANSWER: 28 | EVALUATION: True
747  OUTPUT: 350 | ANSWER: 350 | EVALUATION: True
748  OUTPUT: 336. | ANSWER: 336 | EVALUATION: True
749  OUTPUT: 6. | ANSWER: 3 | EVALUATION: False
750  OUTPUT: 4000 | ANSWER: 4000 | EVALUATION: True
751  OUTPUT: 43 | ANSWER: 43 | EVALUATION: True
752  OUTPUT: 240 | ANSWER: 240 | EVALUATION: True
753  OUTPUT: 86 | ANSWER: 128 | EVALUATION: False
754  OUTPUT: 197 | ANSWER: 89 | EVALUATION: False
755  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
756  OUTPUT: 22. | ANSWER: 22 | EVALUATION: True
757  OUTPUT: 75. | ANSWER: 75 | EVALUATION: True
758  OUTPUT: $133. | ANSWER: 133 | EVALUATION: True
759  OUTPUT: 60000 | ANSWER: 60000 | EVALUATION: True
760  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
761  OUTPUT: 27 | ANSWER: 27 | EVALUATION: True
762  OUTPUT: $85 | ANSWER: 85 | EVALUATION: True
763  OUTPUT: 100. | ANSWER: 100 | EVALUATION: True
764  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
765  OUTPUT: 490 | ANSWER: 490 | EVALUATION: True
766  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
767  OUTPUT: $60 | ANSWER: 60 | EVALUATION: True
768  OUTPUT: 600 | ANSWER: 675 | EVALUATION: False
769  OUTPUT: 360 | ANSWER: 110 | EVALUATION: False
770  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
771  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
772  OUTPUT: The numerical solution is: 25 | ANSWER: 50 | EVALUATION: False
773  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
774  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
775  OUTPUT: 276 | ANSWER: 276 | EVALUATION: True
776  OUTPUT: 800 | ANSWER: 800 | EVALUATION: True
777  OUTPUT: 6000 | ANSWER: 4400 | EVALUATION: False
778  OUTPUT: 38 | ANSWER: 38 | EVALUATION: True
779  OUTPUT: 330 | ANSWER: 255 | EVALUATION: False
780  OUTPUT: -25. | ANSWER: 25 | EVALUATION: False
781  OUTPUT: 17 | ANSWER: 17 | EVALUATION: True
782  OUTPUT: 27 | ANSWER: 54 | EVALUATION: False
783  OUTPUT: -5 | ANSWER: 4 | EVALUATION: False
784  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
785  OUTPUT: 155 | ANSWER: 155 | EVALUATION: True
786  OUTPUT: 142 | ANSWER: 142 | EVALUATION: True
787  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
788  OUTPUT: $150. | ANSWER: 100 | EVALUATION: False
789  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
790  OUTPUT: 12 | ANSWER: 108 | EVALUATION: False
791  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
792  OUTPUT: $75 | ANSWER: 75 | EVALUATION: True
793  OUTPUT: $250. | ANSWER: 250 | EVALUATION: True
794  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
795  OUTPUT: $20. | ANSWER: 20 | EVALUATION: True
796  OUTPUT: 1040000 | ANSWER: 2880000 | EVALUATION: False
797  OUTPUT: 540 | ANSWER: 540 | EVALUATION: True
798  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
799  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
800  OUTPUT: 428 | ANSWER: 428 | EVALUATION: True
801  OUTPUT: 1240 | ANSWER: 1240 | EVALUATION: True
802  OUTPUT: 4. | ANSWER: 6 | EVALUATION: False
803  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
804  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
805  OUTPUT: 1170 | ANSWER: 1170 | EVALUATION: True
806  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
807  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
808  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
809  OUTPUT: 50. | ANSWER: 50 | EVALUATION: True
810  OUTPUT: 310 | ANSWER: 310 | EVALUATION: True
811  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
812  OUTPUT: 79. | ANSWER: 79 | EVALUATION: True
813  OUTPUT: 14 | ANSWER: 7 | EVALUATION: False
814  OUTPUT: 17 | ANSWER: 11 | EVALUATION: False
815  OUTPUT: 3.33 | ANSWER: 4 | EVALUATION: False
816  OUTPUT: 4500 | ANSWER: 4500 | EVALUATION: True
817  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
818  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
819  OUTPUT: $6,250. | ANSWER: 6250 | EVALUATION: False
820  OUTPUT: 720 | ANSWER: 720 | EVALUATION: True
821  OUTPUT: 35. | ANSWER: 35 | EVALUATION: True
822  OUTPUT: 1260 | ANSWER: 1260 | EVALUATION: True
823  OUTPUT: 18. | ANSWER: 14 | EVALUATION: False
824  OUTPUT: 52 | ANSWER: 52 | EVALUATION: True
825  OUTPUT: 47 | ANSWER: 153 | EVALUATION: False
826  OUTPUT: 27 | ANSWER: 27 | EVALUATION: True
827  OUTPUT: -$21.00 | ANSWER: 11 | EVALUATION: False
828  OUTPUT: $60. | ANSWER: 60 | EVALUATION: True
829  OUTPUT: 14,000. | ANSWER: 14000 | EVALUATION: False
830  OUTPUT: 1128 | ANSWER: 1128 | EVALUATION: True
831  OUTPUT: 294 | ANSWER: 324 | EVALUATION: False
832  OUTPUT: 42.00 | ANSWER: 42 | EVALUATION: False
833  OUTPUT: 40 | ANSWER: 40 | EVALUATION: True
834  OUTPUT: 80 | ANSWER: 80 | EVALUATION: True
835  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
836  OUTPUT: 140. | ANSWER: 140 | EVALUATION: True
837  OUTPUT: 450 | ANSWER: 120 | EVALUATION: False
838  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
839  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
840  OUTPUT: 20 | ANSWER: 16 | EVALUATION: False
841  OUTPUT: 5600 | ANSWER: 5600 | EVALUATION: True
842  OUTPUT: $10. | ANSWER: 10 | EVALUATION: True
843  OUTPUT: 19 | ANSWER: 19 | EVALUATION: True
844  OUTPUT: 120. | ANSWER: 180 | EVALUATION: False
845  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
846  OUTPUT: 11 | ANSWER: 11 | EVALUATION: True
847  OUTPUT: $975. | ANSWER: 975 | EVALUATION: True
848  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
849  OUTPUT: 75 | ANSWER: 75 | EVALUATION: True
850  OUTPUT: 45 | ANSWER: 70 | EVALUATION: False
851  OUTPUT: $110. | ANSWER: 110 | EVALUATION: True
852  OUTPUT: 123 | ANSWER: 123 | EVALUATION: True
853  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
854  OUTPUT: 144 | ANSWER: 144 | EVALUATION: True
855  OUTPUT: 13 | ANSWER: 13 | EVALUATION: True
856  OUTPUT: 27 | ANSWER: 7 | EVALUATION: False
857  OUTPUT: 14000 | ANSWER: 14000 | EVALUATION: True
